0	0
0.065	0.0174119688881342
0.13	0.0476202576382916
0.195	0.0865452879491338
0.26	0.131408086638309
0.325	0.180315641394791
0.39	0.231978448731301
0.455	0.285214933450712
0.52	0.338981119879165
0.585	0.392402115084629
0.65	0.444770407413974
0.715	0.495528064512138
0.78	0.544243269729239
0.845	0.590591895136244
0.91	0.634342452384958
0.975	0.675342768585689
1.04	0.713507837427134
1.105	0.748808782420173
1.17	0.781263002910768
1.235	0.810925468583714
1.3	0.837881075580797
1.365	0.862237971858187
1.43	0.884121766780972
1.495	0.903670546588504
1.56	0.921030620713445
1.625	0.93635292674961
1.69	0.949790025324122
1.755	0.961493620176284
1.82	0.971612543068777
1.885	0.980291147545709
1.95	0.987668059921263
2.015	0.993875240186367
2.08	0.99903730971693
2.145	1.00327110671641
2.21	1.00668543419551
2.275	1.00938096895929
2.34	1.01145030352141
2.405	1.01297809608709
2.47	1.01404130673581
2.535	1.01470950069211
2.6	1.01504520210019
2.665	1.01510428402182
2.73	1.01493638246446
2.795	1.01458532412785
2.86	1.014089559243
2.925	1.01348259237823
2.99	1.01279340541719
3.055	1.0120468680826
3.12	1.01126413240259
3.185	1.01046300840358
3.25	1.00965831907814
3.315	1.0088622333291
3.38	1.00808457614335
3.445	1.0073331157111
3.51	1.00661382758801
3.575	1.0059311363087
3.64	1.00528813510806
3.705	1.00468678460068
3.77	1.00412809141445
3.835	1.00361226787966
3.9	1.00313887394518
3.965	1.00270694253367
4.03	1.00231508956398
4.095	1.0019616098639
4.16	1.00164456017536
4.225	1.00136183041958
4.29	1.00111120434448
4.355	1.00089041062402
4.42	1.00069716542049
4.485	1.00052920735843
4.55	1.00038432579456
4.615	1.0002603832023
4.68	1.00015533242469
4.745	1.00006722948521
4.81	0.999994242583761
4.875	0.999934657845203
4.94	0.999886882330903
5.005	0.999849444769583
5.07	0.999820994413263
5.135	0.999800298376833
5.2	0.999786237776058
5.265	0.999777802938585
5.33	0.999774087925662
5.395	0.999774284568789
5.46	0.999777676195178
5.525	0.999783631188616
5.59	0.999791596507957
5.655	0.999801091263736
5.72	0.999811700434247
5.785	0.999823068785581
5.85	0.999834895045434
5.915	0.999846926367762
5.98	0.999858953114439
6.045	0.999870803970763
6.11	0.999882341403807
6.175	0.999893457466038
6.24	0.999904069941283
6.305	0.999914118825714
6.37	0.999923563133095
6.435	1.01734209734173
6.5	1.04755485833094
6.565	1.086482935092
6.63	1.13134780899646
6.695	1.18025677737146
6.76	1.23192054765253
6.825	1.28515890492253
6.89	1.33892757100731
6.955	1.39235140219603
7.02	1.44472273425209
7.085	1.49548354331011
7.15	1.5442019588502
7.215	1.59055380083107
7.28	1.63430753398435
7.345	1.67531094668646
7.41	1.71347900235999
7.475	1.74878280175406
7.54	1.7812397275883
7.605	1.81090473805834
7.67	1.83786272218196
7.735	1.86222182448311
7.8	1.88410765397273
7.865	1.90365829905738
7.93	1.92102007336529
7.995	1.93634392028313
8.06	1.94978240745369
8.125	1.9614872465314
8.19	1.97160727781609
8.255	1.98028686377538
8.32	1.98766463983501
8.385	1.99387257512085
8.45	1.99903530003202
8.515	2.00326966157477
8.58	2.00668447125634
8.645	2.00938041400638
8.71	2.01145009004278
8.775	2.01297816482104
